"ClaimNumber","lat","long","LossCity","lossPostal","County"
"4ba48a53cb25b872bc6a2f012e7087ab",42.677696,-84.56673,"Lansing","48911","INGHAM"
"4ba94c549e3970132c31d4b691dd93f0",42.496696,-82.902742,"Saint Clair Shores","48081","MACOMB"
"4bb1a5b4e1bc070a28862c2cac952411",42.421481,-83.103589,"Detroit","48203","WAYNE"
"4bb2c78aef28e2c5ad2f93446485d43a",42.732659,-84.556047,"Lansing","48901","INGHAM"
"4bb2d7053ed99c9d11070db1fc9c42fb",42.841974,-84.569145,"Dewitt","48820","CLINTON"
"4bc333e41c0362af06554307cad9cc03",42.790338,-86.098823,"Holland","49422","OTTAWA"
"4bc95d0881206c3925cb6c9cff9132fd",43.695198,-84.404462,"Sanford","48657","MIDLAND"
"4bcdf1311935b11a263167e837608dae",42.247517,-84.396211,"Jackson","49201","JACKSON"
"4bed2d820c235ef14489f59cb799c9f4",43.023316,-83.686511,"Flint","48501","GENESEE"
"4bfa1bb2b6bd8136801c01f4015b247c",42.564732,-83.068295,"Sterling Heights","48310","MACOMB"
"4bfb6f643cfac7538a6bd295ca58cf1e",44.759196,-85.668523,"Traverse City","49684","GRAND TRAVERSE"
"4c06d0ec93ed1742449b483dfdc38c1d",43.100945,-84.216203,"Owosso","48841","SHIAWASSEE"
"4c0d3eae88c04d36553b03f8f7092e6b",42.349831,-83.059548,"Detroit","48201","WAYNE"
"4c11534717c057670d826a38a703a5d6",42.55997,-83.147539,"Troy","48007","OAKLAND"
"4c1308023dd7df343ff2c5dbdcb38057",42.349831,-83.059548,"Detroit","48201","WAYNE"
"4c17904ef21de3a37265fe8b1702606d",42.111806,-83.289136,"Brownstown","48134","WAYNE"
"4c1f52df9a3ba3913d7d1035a12bb07c",43.029839,-83.071445,"Imlay City","48444","LAPEER"
"4c265d068fb28ff62e7765ebe3a96e04",45.132804,-87.618216,"Menominee","49858","MENOMINEE"
"4c30fc99bed47d87414b7ae99ee1237d",43.738759,-83.979998,"Linwood","48634","BAY"
"4c31690c55e313cfd3ac82ea8455a706",42.463037,-83.376336,"Farmington","48332","OAKLAND"
"4c320d903d20e4979efeaf57268160f8",33.87159,-84.456393,"Atlanta","30339-5536","COBB"
"4c328def5244461fb41a09e902c89502",43.047676,-85.676069,"Comstock Park","49321","KENT"
"4c3bee18b767574ad50507ebfad72bb7",42.926811,-83.637671,"Grand Blanc","48439","GENESEE"
"4c41175b1adb2689cbe4db17d64ad222",42.739143,-82.791884,"New Haven","48048","MACOMB"
"4c52ebfccb97a285181306dd0a19d807",42.313852,-86.11867,"Bangor","49013","VAN BUREN"
"4c562ba8f896621809013aaa91ab5b88",42.518185,-82.982591,"Warren","48088","MACOMB"
"4c5c65d79be708d03f0c12a405445f10",42.564732,-83.068295,"Sterling Heights","48310","MACOMB"
"4c65d98623331d486ba6efd72c66258d",41.989247,-83.29937,"Newport","48166","MONROE"
"4c6f0abdb852313f3d8ee3a675c09f67",43.586717,-83.885199,"Bay City","48707","BAY"
"4c73dcda515c53cb3d7a359153d36c95",42.771666,-84.55995,"Lansing","48906","CLINTON"
"4c8bc598541244219e6b75e942fe78d0",42.984241,-84.103089,"Corunna","48817","SHIAWASSEE"
"4c9af9a0ab35c0477572e67baad2182d",42.482338,-83.168112,"Huntington Woods","48070","OAKLAND"
"4c9dde6cd1ae99b769f9fd7274ad8b1e",44.435729,-84.133346,"Rose City","48654","OGEMAW"
"4c9f49fb519ccb6ba9af63bd9c6fa4fb",42.231396,-83.6302,"Ypsilanti","48197","WASHTENAW"
"4ca27dd14162a37fb0b7965295316601",42.242886,-83.181212,"Lincoln Park","48146","WAYNE"
"4ca4d8ff242c9a5a995399a4f9d3367f",42.926811,-83.637671,"Grand Blanc","48439","GENESEE"
"4ca5dad7c8f44fa5da23e1f28c19ab86",43.071102,-82.501277,"Fort Gratiot","48059","ST. CLAIR"
"4ca769fa0c9d8e5b278626090a046580",43.016902,-85.724387,"Walker","49544","KENT"
"4cad8f6ff22e6881c4c55d0796185bf3",42.565598,-83.038545,"Sterling Heights","48311","MACOMB"
"4cb1da290459424df6bda8fbde9f77d8",42.984241,-84.103089,"Corunna","48817","SHIAWASSEE"
"4cbebd2fc6c5e128e2569f7c30f610ca",42.646987,-82.927716,"Macomb","48044","MACOMB"
"4cbf0a503814bde8834178c9edecacf7",42.564732,-83.068295,"Sterling Heights","48310","MACOMB"
"4cca4569f2fe4c47b148f49c325ff6b8",42.594215,-83.654601,"Milford","48380","OAKLAND"
"4ccc137d6cdd6c588f04526873c60c7c",42.964493,-85.821546,"Grand Rapids","49534-9535","OTTAWA"
"4cd35a230ca7036b619cd5a89629b926",42.785996,-83.259244,"Orion Township","48362","OAKLAND"
"4cdb8fad9269ced42c3b7a497233b524",41.954903,-84.768204,"Allen Park","49227","HILLSDALE"
"4cf29021ec0034cdaecc5550a3cd8409",42.507987,-83.10592,"Madison Heights","48071","OAKLAND"
"4cf45e1f70e120336ca66ebb89565245",41.818408,-86.234139,"Niles","49120","BERRIEN"
"4cf7a74ae61fdff55ee0f13b0413a235",42.310959,-85.140363,"Battle Creek","49014","CALHOUN"
"4d0573f547aa7f92adef2756e037140c",42.645701,-83.393183,"Waterford","48327","OAKLAND"
"4d05cc45a260e3b367e789908d94d602",42.271284,-83.77478,"Ann Arbor","48106","WASHTENAW"
"4d09b7fe40c8f48c09b474b7d18c44a6",43.407795,-83.912611,"Saginaw","48601","SAGINAW"
"4d0df1391857d240eb1ca54112d6a922",43.819973,-84.760289,"Clare","48617","CLARE"
"4d1227ed10283689eedc3d8945f77119",42.982035,-82.448487,"Port Huron","48060","ST. CLAIR"
"4d161bbd5703aa71b1c71b1761e40a08",42.55997,-83.147539,"Troy","48007","OAKLAND"
"4d1ada03929fcf1784a5bb9e51f43adc",25.787631,-80.318927,"Miami","33102",NA
"4d24ccdee29f12e02e39bd28d986c554",42.266835,-85.564718,"Kalamazoo","49001","KALAMAZOO"
"4d297903d0cb00021adb29e9b9847039",42.111806,-83.289136,"Flat Rock","48134","WAYNE"
"4d29e3d0bf83a4a02284a4a93ea290c2",43.476866,-83.963507,"Saginaw","48604","SAGINAW"
"4d3b9e7c279c444f54dbed210edbb78b",42.961263,-85.661612,"Grand Rapids","49503","KENT"
"4d3bf88c9f80640ffb8f0db6a7145835",43.653943,-83.456928,"Unionville","48767","TUSCOLA"
"4d3e341da35a598960ce23d5e399af23",42.66726,-83.001039,"Shelby Township","48315","MACOMB"
"4d3fb0cff4a6fb81bd48544ef47db328",42.667678,-83.28278,"Pontiac","48340","OAKLAND"
"4d423af4db109017c50618dac520bb13",42.518185,-82.982591,"Warren","48088","MACOMB"
"4d440bb11c83e830f7585e714279f089",43.601913,-83.91718,"Bay City","48706","BAY"
"4d469d9e4fbc7921cba68b67d1ba7b41",45.078632,-83.464494,"Alpena","49707","ALPENA"
"4d4c8feed39bf165069f9f5816af2051",42.970397,-85.673043,"Grand Rapids","49501","KENT"
"4d5149ffde3f126f03e0b732de99437f",42.696113,-84.545468,"Lansing","48910","INGHAM"
"4d52d8c6a901502c9f4d91ecd66f2bd6",43.486863,-83.394167,"Caro","48723","TUSCOLA"
"4d5526e853b2b07c958eab9c540c44e3",45.982673,-86.29485,"Manistique","49854","SCHOOLCRAFT"
"4d5c0a0af0df7e1deb761e1e36a0cdd3",42.358361,-85.340604,"Augusta","49012","KALAMAZOO"
"4d6100bb474f9bdec985f2172b93f877",42.598308,-83.905675,"Howell","48843","LIVINGSTON"
"4d6409d7475ac99eab7c88c9e406593c",42.848971,-83.142641,"Leonard","48367","OAKLAND"
"4d684d04d0c8540c4d41eaf008e94ab3",43.660141,-83.973529,"Kawkawlin","48631","BAY"
"4d6bf3a5fa8b2d6788c5060997b017c0",45.013243,-84.675804,"Gaylord","49734","OTSEGO"
"4d6d23647aae62436e4b6713a3c6f864",43.407795,-83.912611,"Saginaw","48601","SAGINAW"
"4d8029132be3dda7b0d9ca176e40ab6f",43.414351,-84.42917,"Wheeler","48662","GRATIOT"
"4d80bec9ab3ec1e80ed5d07e0b7d4030",43.595334,-84.770835,"Mount Pleasant","48858","ISABELLA"
"4d8cfb2ee00d31621684fb21560c10a6",45.605928,-84.45441,"Cheboygan","49721","CHEBOYGAN"
"4d9170a10ef421222c44d63a2a21e17b",43.156597,-85.700266,"Sparta","49345","KENT"
"4da3bdc6d5ccd2a40c43afe652372dd1",42.518185,-82.982591,"Warren","48088","MACOMB"
"4dadd8da040e36dab24e4ca82d314ceb",46.542048,-87.402352,"Marquette","49855","MARQUETTE"
"4db6306bdf22d995d8e033070ffeff8b",42.970372,-85.672649,"Grand Rapids","49502","KENT"
"4db98bb5941b8453982fd1a2d27540e0",42.498868,-83.370062,"Farmington Hills","48333","OAKLAND"
"4dc22d39fd677604f427becbddb83998",42.659767,-83.539739,"White Lake","48383","OAKLAND"
"4dc569e8ff2cca2aa1f580d105989c09",42.673377,-82.777159,"Chesterfield","48047","MACOMB"
"4dc9e465094b4c111f798a85685264d2",43.053988,-83.327384,"Lapeer","48446","LAPEER"
"4dcb260855bbf60389b5ca1687010d98",43.023316,-83.686511,"Flint","48501","GENESEE"
"4dcf1b91561a6a712eb3d18efa33aa45",42.888369,-85.765172,"Wyoming","49418","KENT"
"4dd6e041b0156c479d87f9c4c2e05f47",42.593143,-83.494152,"Commerce","48382","OAKLAND"
"4ddf413522531b6cc5ee250a9be7c478",43.602267,-83.93618,"Bay City","48706","BAY"
"4de4028158e78fca975be03c42c6c46c",43.567909,-83.517652,"Akron","48701","TUSCOLA"
"4dee6fe18075919d5f2dbaaedef1c1dc",42.971953,-86.218174,"Grand Haven","49417","OTTAWA"
"4dee75ed3d92f99cc1abec4949c685f4",42.651099,-83.049445,"Shelby Township","48317","MACOMB"
"4df7c0ce24b674259d8fc08a419652d7",42.732659,-84.556047,"Lansing","48901","INGHAM"
"4dfdb73a479ea585e7ae5ac37c4db65a",37.379084,-85.90011,"Bonnieville","42713",NA
"4e023750f9560c62ac9191c7212a5cda",43.595334,-84.770835,"Mt. Pleasant","48858","ISABELLA"
"4e03168e979e9f1fb0e383051cc75f5a",42.231223,-83.262935,"Taylor","48180","WAYNE"
"4e0a4443dee61e55d2e817dfeb73cf93",42.556016,-83.400609,"West Bloomfield","48322-1259","OAKLAND"
"4e0e6c8eb58c16c271a5c285b6ed140c",42.696113,-84.545468,"Lansing","48910","INGHAM"
"4e0e6e5837bca5c800554835378b4c7e",43.117774,-83.692387,"Mount Morris","48458","GENESEE"
"4e14ca0724f83414ba3c92aab13230a5",42.278511,-83.780196,"Ann Arbor","48103","WASHTENAW"
"4e22955e8b1fc44aa673bdfa555ca635",42.845804,-83.432406,"Ortonville","48462","OAKLAND"
"4e233deb9af27a110e572e1724d04060",39.004879,-84.621858,"Florence","41022",NA
"4e2a651b031bbbaf8d00eccc8faf0a59",45.605928,-84.45441,"Cheboygan","49721","CHEBOYGAN"
"4e2fcba8554dfe7e021817288286f363",42.687547,-82.907869,"Macomb","48042","MACOMB"
"4e3fb485b6e7a5e155f6f469d1969ec4",42.670128,-85.627533,"Wayland","49348","ALLEGAN"
"4e48242ccea7c40132e2557efc2f21c1",42.349831,-83.059548,"Detroit","48201","WAYNE"
"4e5f3df151d1c8e4b19cb2074f6db56a",42.700651,-82.941012,"Macomb","48042-6150","MACOMB"
"4e6f69c82b4eefae2e2b6bd4ad8ef819",42.970397,-85.673043,"Grand Rapids","49501","KENT"
"4e6fe4ba0d6e84401f3e3233c7358273",43.855767,-84.43083,"Beaverton","48612","GLADWIN"
"4e7133c3c93a93cd3489c9136dd4ddbf",42.538285,-83.384457,"West Bloomfield","48322","OAKLAND"
"4e76a6147f2a8999bd4e97373785b439",43.235857,-86.250162,"Muskegon","49440","MUSKEGON"
"4e895fbb1ac96a9d25c04baecf566940",41.904302,-85.996205,"Cassopolis","49031","CASS"
"4e93a7e1d8e209de63742a09d7831df4",33.904667,-84.467211,"Marietta","30006",NA
"4e9453179da4d03ffe99b3f2f95c6cff",42.111806,-83.289136,"Brownstown Township","48134","WAYNE"
"4ea0d17ea9aa94e026479fad400d0d61",42.564732,-83.068295,"Sterling Heights","48310","MACOMB"
"4ea32f6cdd8a76c3054689f1ac8c8ce2",42.55997,-83.147539,"Troy","48007","OAKLAND"
"4ea982722e0a5d6d31334063956cb6ee",42.51867,-83.53741,"Wixom","48393","OAKLAND"
"4ea9ce0dda26aa2b6cd42382bd0ff968",42.970397,-85.673043,"Grand Rapids","49501","KENT"
"4ece6ce5105fb29dcccb5eb3d3c39877",41.705224,-85.971989,"Elkhart","46514",NA
"4ed5e8f515d6646f0cd8a8d196a00411",42.506705,-82.938166,"Roseville","48066","MACOMB"
"4ed7bddbb4f6b0866888294998ec01b7",42.247517,-84.396211,"Jackson","49201","JACKSON"
"4ede1f3dd4ca0148db6b34d11b5e964f",42.659767,-83.539739,"White Lake","48383","OAKLAND"
"4eee4e1b635dca97e8ad46e1c0a35e1d",41.993634,-84.327444,"Addison","49220","LENAWEE"
"4ef76faef55ce386434bfa313bad96a2",41.906478,-83.41815,"Monroe","48161","MONROE"
"4ef8b7c485f0e479ee9dc57049d5a5ca",43.406609,-83.669716,"Richville","48758","TUSCOLA"
"4ef94dfe7c7f71781d66afd22f18cff8",42.518185,-82.982591,"Warren","48088","MACOMB"
"4efa388861b12e96e06daabe1ff504db",42.996342,-84.174835,"Owosso","48867","SHIAWASSEE"
"4f02e1e28ad0c1ff3eb6d7f848f76797",42.538285,-83.384457,"Madison Heights","48322","OAKLAND"
"4f05f57532b6428f6c5394d25c6b162c",42.111806,-83.289136,"Flat Rock","48134","WAYNE"
"4f1fa3b4a1abe49b934ec8c3f0574b8e",41.906478,-83.41815,"Monroe","48161","MONROE"
"4f288cf2ef7cd04f79cd8faf3514554d",42.981339,-83.603252,"Burton","48519","GENESEE"
"4f2b47679197e5359773c8c4604de49a",41.898068,-84.039138,"Adrian","49221","LENAWEE"
"4f2cb80a4353930a22d06bca24bbf72c",38.22344,-85.682919,"Louisville","40205",NA
"4f31b6a43633b26c452c69b7e74d00e7",42.513495,-83.787948,"Brighton","48116","LIVINGSTON"
"4f34db13a3f4cc22191467541d887acb",44.310947,-83.683074,"National City","48748","IOSCO"
"4f4bebbc635370dfdff19d3b36a4c3e6",42.696113,-84.545468,"Lansing","48910","INGHAM"
"4f5073e35760ff8ad43d6e18e4b816fd",43.028449,-83.60488,"Burton","48509","GENESEE"
"4f5eb92d46e51e37e4da8e9b475ca60f",42.671207,-82.975063,"Shelby Township","48315","MACOMB"
"4f60ae2d57ee86967dc84b90ba326475",42.737132,-84.62942,"Lansing","48917","EATON"
"4f6480165c5c0a764f459be2d19243be",43.486863,-83.394167,"Caro","48723","TUSCOLA"
"4f6782791b02e12f084e29f20568d0dd",43.156597,-85.700266,"Sparta","49345","KENT"
"4f769e87d5ebf41180c35a4f454ced05",42.970397,-85.673043,"Grand Rapids","49501","KENT"
"4f786a408a0519b867af5922bfa403e1",42.266835,-85.564718,"Kalamazoo","49001","KALAMAZOO"
"4f7c751b6bef9319b9ae87907b7a0062",42.926933,-83.035225,"Almont","48003","LAPEER"
"4f896a3e9ff0443d83469437086b2c9d",42.231396,-83.6302,"Ypsilanti","48197","WASHTENAW"
"4f919a00f85028732885b278e7dcd6f6",45.557385,-84.784369,"Pellston","49769","EMMET"
"4f92aab2b48d37e987b0d70d3a664d69",41.906478,-83.41815,"Frenchtown","48161","MONROE"
"4f937c963b163f3aead1d4dbfa0cc689",42.335198,-83.387924,"Westland","48185","WAYNE"
"4f9a8c784088ba6922200af99e1fd55d",42.32935,-83.482506,"Canton","48187","WAYNE"
"4fa2524ff167d8cdb6ab5b438865b74f",42.399411,-86.248679,"South Haven","49090","VAN BUREN"
"4fa7549b16ce4fd08227740c2739f3f0",42.943995,-83.311545,"Metamora","48455","LAPEER"
"4faba4808c2619576f5505207cb9f725",42.27951,-83.74722,"Ann Arbor","48107","WASHTENAW"
"4fac22ecf39cb02d1103816bd7c912cc",42.944596,-85.616836,"Grand Rapids","49506","KENT"
"4fad415f0675587b6d500e020908986d",42.071851,-83.977725,"Clinton","49236","LENAWEE"
"4fb2c5c2541bf35d91d1f73c684c17c6",41.641566,-83.545281,"Toledo","43601",NA
"4fb2d3c4707ffa0e075529876f35ee20",44.844558,-84.285227,"Lewiston","49756","OSCODA"
"4fb775731f6a54ea42e9082cc3ddb441",41.980589,-87.862057,"Rosemont","60018-6705","COOK"
"4fbd42212e9b6fc3ac91e6531aba32de",41.732985,-84.418934,"Waldron","49288","HILLSDALE"
"4fc2b118b8c8a34952196a8669f2fe97",42.946051,-85.351516,"Lowell","49331","KENT"
"4fcd9415c3dacca6564b942f79d4bd08",42.266835,-85.564718,"Kalamazoo","49001","KALAMAZOO"
"4fd2a0d6730acf7ec206496fec2edfe3",43.206898,-83.220065,"North Branch","48461","LAPEER"
"4fdd4faf64d738e32193d7beb00455e5",42.278511,-83.780196,"Ann Arbor","48103","WASHTENAW"
"4fdda06716839555d040f23060c19ab4",41.955584,-86.357415,"Berrien Springs","49103","BERRIEN"
"4fe7cfb1fce000d13f3965ed87b83e30",42.888369,-85.765172,"Wyoming","49418","KENT"
"4fee8408e3b4d6ff63a82524b304da20",42.349831,-83.059548,"Detroit","48201","WAYNE"
"4ff1824fa5d8e0d71c9879e4e8d7c75b",42.278511,-83.780196,"Ann Arbor","48103","WASHTENAW"
"4ff33fb4eba0cbda21b1dba17b4bc9b4",43.023316,-83.686511,"Flint","48501","GENESEE"
"4ff90da16c44ca1260bd0e82fab4c2ce",42.721517,-83.412861,"Clarkston","48346","OAKLAND"
"4fffa8ba59367578aa9f380eef635a3c",42.231396,-83.6302,"Ypsilanti","48197","WASHTENAW"
"5004d15ca20576c893899229ba91e221",38.833796,-104.821447,"Colorado Springs","80901",NA
"50067a5210c353152181dc575b675250",42.55997,-83.147539,"Troy","48007","OAKLAND"
"50085b394e5359cf1e5c69e3de43a218",42.717665,-83.151926,"Oakland Township","48306","OAKLAND"
"5009ee4e549a5312025d80fecbcb591c",43.325839,-83.077244,"Marlette","48453","SANILAC"
"50103e7a3b9f386264cc8487398ef157",42.506705,-82.938166,"Roseville","48066","MACOMB"
"5010e9eecf66642d16023f3fbc403cb6",44.728289,-85.667005,"Traverse City","49684-7702","GRAND TRAVERSE"
"50113349b78830faaf73f5e0d53c19b9",43.206898,-83.220065,"North Branch","48461","LAPEER"
"5013f6f14157c9ad65c2deb28656e2fc",42.568915,-83.437549,"West Bloomfield","48323","OAKLAND"
"501da14f587a4274bab5f58b5dd81c73",44.833921,-85.286089,"Rapid City","49676","KALKASKA"
"501fbef93775f1378b35be7611ac3e02",42.278511,-83.780196,"Ann Arbor","48103","WASHTENAW"
"5021019908105da5943c26509d5a3f82",42.050357,-84.508776,"Moscow","49257","HILLSDALE"
"50229ed86ba3bf1c7dfc8427a45abfb4",43.407795,-83.912611,"Saginaw","48601","SAGINAW"
"502b45bee3ecd475ce415af2e308dbb4",42.197104,-83.483017,"Belleville","48111","WAYNE"
"50302eaf7aeeab653563b307050bc9de",42.349831,-83.059548,"Detroit","48201","WAYNE"
"503333607f2b551beb4ef2287ef0b9f2",43.117455,-85.532964,"Rockford","49341","KENT"
"5033cfef7b0bc48b15570be873f75c34",42.954016,-83.814249,"Swartz Creek","48473","GENESEE"
"503b80d214444d008df083d25f649baa",42.468272,-83.519582,"Novi","48374","OAKLAND"
"503f5ad4e13a3e16b56bffc736930ae3",41.79048,-83.498708,"Erie","48133","MONROE"
"50447300ea2fa2536463aede724afa60",41.862095,-85.170882,"Bronson","49028","BRANCH"
"505d55db75258686238eccfeb89f019f",42.980047,-85.698475,"Grand Rapids","49504","KENT"
"505f70bc6e08a44d79fc745bfa57bdfc",42.468272,-83.519582,"Novi","48374","OAKLAND"
"506639bdfc8392b3553c42717cfdddcf",42.565473,-83.773632,"Brighton","48114","LIVINGSTON"
"506cd58d6276d9b940b8af258946686a",43.486863,-83.394167,"Caro","48723","TUSCOLA"
"506d5a28a478f2bc6c3b9e70ef111fb2",42.692783,-83.38959,"waterford","48329","OAKLAND"
"50785fc1f0994e8f0ac4437f3e64a18b",43.819973,-84.760289,"Clare","48617","CLARE"
"507e365636a2118c9b1a916a0d4c30d6",43.089193,-86.19425,"Spring Lake","49456","OTTAWA"
"5082ff060d40b09e15eee602c5cf9b87",42.732659,-84.556047,"Lansing","48901","INGHAM"
"508ef724533adbd5f2dcd429fc53c8a7",42.278511,-83.780196,"Ann Arbor","48103","WASHTENAW"
"509a67141a3654f522a20fafe81e330e",42.718377,-86.075391,"Holland","49423-9382","ALLEGAN"
"50a88f3a27a65dafbf84ed7cd4f656b8",42.247517,-84.396211,"Jackson","49201","JACKSON"
"50a8ddbcc06d4ac136603cdb1415f94d",42.648506,-83.412243,"Waterford","48327","OAKLAND"
"50aa92ca26ee05972b54a4377777db61",43.016902,-85.724387,"Walker","49544","KENT"
"50be8ac2313d91b37cb143fe2162d6db",43.235857,-86.250162,"Muskegon","49440","MUSKEGON"
"50c3497e3cddb1cba9a5d6f36de78ef1",44.783159,-85.572232,"Traverse City","49686","GRAND TRAVERSE"
"50c364c3ce69795164b017e049b8a1bd",42.518185,-82.982591,"Warren","48088","MACOMB"
"50c554fd595e9d97b9247e026f56cced",41.739621,-83.70683,"Ottawa Lake","49267","MONROE"
"50cb6e0ff8a14c1d0053bf601ba8a63c",41.955987,-83.658066,"Dundee","48131","MONROE"
"50dc921b338b9f036627b2787cae1bf4",42.460721,-83.099692,"Hazel Park","48030","OAKLAND"
"50de3b0f899ca2fa7b4479cce6b21598",42.507987,-83.10592,"Madison Heights","48071","OAKLAND"
"50e2bbdfea2cb6580fdbe35440cec77d",43.390986,-86.333995,"Whitehall","49461","MUSKEGON"
"50e3a360db96948170e48ddf10ad1dd6",42.961263,-85.661612,"Grand Rapids","49503","KENT"
"50e3e1c2bb811b2379347a5222820662",43.059851,-85.942761,"Coopersville","49404","OTTAWA"
"50ec43b8171c74fc2c6dd49748fe7036",44.759196,-85.668523,"Traverse City","49684","GRAND TRAVERSE"
"50f1a994949f10963118ff442ce1722a",42.717665,-83.151926,"Rochester Hills","48306","OAKLAND"
"50fbe88fa55f4871e86b8c60e14f8d19",42.349831,-83.059548,"Detroit","48201","WAYNE"
"50fd1d499b943eea4e4d3d2d1b071a19",44.393491,-88.751707,"New London","54961",NA
"510166ef9522929af5b329329b84d566",41.70822,-83.719855,"Sylvania","43560",NA
"510bd1072924a1e545b582b3b5f6e811",42.564732,-83.068295,"Sterling Heights","48310","MACOMB"
"5115fa4f295806fe14adb36c41d61724",42.961263,-85.661612,"Grand Rapids","49503","KENT"
"51186249fffe4156d733ab02fd2f4692",43.023316,-83.686511,"Flint","48501","GENESEE"
"511a256c98f8a327fe4c1568e7579253",42.310959,-85.140363,"Battle Creek","49014","CALHOUN"
"5123a67d226e18966b6af6897bd5e899",43.03464,-87.915023,"Milwaukee","53201",NA
"51280d9938c07aacd8749ba071679f18",42.66726,-83.001039,"Shelby Township","48315","MACOMB"
"5135f94fb36b5c075ad30577cb0773ee",42.667678,-83.28278,"Pontiac","48340","OAKLAND"
"513f317ebb5d48d123d4870c5b7d7457",43.07833,-86.080706,"Nunica","49448","OTTAWA"
"5155898d2339a05c2918237893965f19",44.759196,-85.668523,"Traverse City","49684","GRAND TRAVERSE"
"515737d18eb865d7da0800acbe8f1ef7",42.247517,-84.396211,"Jackson","49201","JACKSON"
"5166d8291933525b6d4675a6b34c6fc6",43.002711,-84.558415,"Saint Johns","48879","CLINTON"
"5174593f6664d9870a874bf5cceb7b3a",42.266835,-85.564718,"Kalamazoo","49001","KALAMAZOO"
"5175bb8bb86ceaf852afc0673f6a36b0",43.695948,-85.486703,"Big Rapids","49307","MECOSTA"
"5179d4ba202e99cc0901bfe6709924e3",42.329869,-83.824744,"Ann Arbor","48103","WASHTENAW"
"5180b1715d19b6af3c9d58c639974550",42.593143,-83.494152,"Commerce","48382","OAKLAND"
"51833b2c0a84b220d181155d8d439ca4",42.349831,-83.059548,"Detroit","48201","WAYNE"
"5184144ad3f3b8f5d604d81f46f8159e",42.960989,-85.502549,"Ada","49301","KENT"
"518ca91f98c40f30c243f0a69b8de803",43.029749,-83.918198,"Flushing","48433-9730","GENESEE"
"5190416ee012092364ca41d71ade02de",42.698972,-83.306457,"Auburn Hills","48321","OAKLAND"
"5192c447cfaa91722d101114e93b56eb",42.560295,-82.906151,"Clinton Township","48035","MACOMB"
"51939c1ff3a4c0fd5d943c57c6aa4c08",42.828428,-84.746068,"Eagle","48822","CLINTON"
"51985b797979e204e143a778644bc0da",45.132804,-87.618216,"Menominee","49858","MENOMINEE"
"519f539e180ddb8e1d7d1c0f80bb6734",41.898068,-84.039138,"Adrian","49221","LENAWEE"
"51a2849ecd1105f702aff08bdf551fd2",43.343885,-83.362658,"Mayville","48744","TUSCOLA"
"51a98a8edeb3fdd85dcd4aadc7627a9f",42.278511,-83.780196,"Ann Arbor","48103","WASHTENAW"
"51b4e5ee08e3e840631402bab950e976",41.906478,-83.41815,"Monroe","48161","MONROE"
"51b58fd4173baa70032e494b2bee466f",42.687547,-82.907869,"Macomb","48042","MACOMB"
"51bb5392c7777ee4f436acd1f1d2ce03",41.76263,-83.630295,"Lambertville","48144","MONROE"
"51bd2830e07ab6cc1939b2f43ec43b77",42.364273,-83.366557,"Livonia","48150","WAYNE"
"51bff48e2c4b577647775cc2c63dff56",42.51867,-83.53741,"Wixom","48393","OAKLAND"
"51c418245ac171a3d53d92d09170450f",42.749654,-84.744939,"Grand Ledge","48837","EATON"
"51c77c113d87665a0ef4335615af3627",42.518185,-82.982591,"Warren","48088","MACOMB"
"51c8def46204813b819e3d0a56b02b97",42.663303,-83.12877,"Rochester Hills","48307","OAKLAND"
"51caebc20497a4f10a3a9f79bef667c8",42.000082,-83.950222,"Tecumseh","49286","LENAWEE"
"51d0094bdaadd6508ad40333a46d3b7b",43.857481,-84.883541,"Farwell","48622","CLARE"
"51d84b7b6a0a4e16ba470f7b7d036a6e",42.687547,-82.907869,"Macomb","48042","MACOMB"
"51ddcb452c48448ca3889ebba9852c47",42.565473,-83.773632,"Brighton","48114","LIVINGSTON"
"51e18162f36859b4394b7a437dda5e1b",42.594215,-83.654601,"Milford","48380","OAKLAND"
"51e1d77a79f405472e3b3d7957599ac2",42.601326,-83.404873,"West Bloomfield","48324","OAKLAND"
"51ebf70ccc993ab6c940da6dd29cd2c2",42.231396,-83.6302,"Ypsilanti","48197","WASHTENAW"
"51f2ea9fb78c658b4679fca650e006ec",43.180089,-85.258053,"Greenville","48838","MONTCALM"
"51fd1624002f436ae4709fa9e3f431f6",42.599354,-83.000813,"Sterling Heights","48313","MACOMB"
"5200a0b9210da1cd0609eca0f6edda0e",42.671477,-85.999343,"Hamilton","49419","ALLEGAN"
"52041b52577471864056b605e510334c",43.819973,-84.760289,"Clare","48617","CLARE"
"5206a58b3c74a8fe6087f476513a74e6",43.235857,-86.250162,"Muskegon","49440","MUSKEGON"
"5206e96284a7018b1c1546a0958b4a21",43.010258,-83.692676,"Flint","48503","GENESEE"
"520ac12f85622aaba91da1cd458e9af5",42.222179,-85.89977,"Paw Paw","49079","VAN BUREN"
"520df0c7027d024fd3405705d104737d",42.231223,-83.262935,"Taylor","48180","WAYNE"
"5210f567582a149315642deaba9af560",42.106959,-85.998683,"Decatur","49045","VAN BUREN"
"5210faf8018f019db4b6b226e810f550",42.774841,-86.108125,"Holland","49423","OTTAWA"
"5211d3651c974bd56c776953346a609e",42.738756,-84.52116,"Lansing","48912","INGHAM"
"5215def757a340e6b17ea12a18b9feb6",42.60497,-83.930986,"Howell","48844","LIVINGSTON"
